Store,Product,Date,Sales,Promo,Sales_Lag_1,Sales_Lag_7,Rolling_Mean_7,DayOfWeek,Month
Store_1,Product_A,2023-04-02,79,0,86.0,77.0,76.71428571428571,6,4
Store_1,Product_A,2023-04-03,74,0,79.0,76.0,77.0,0,4
Store_1,Product_A,2023-04-04,66,0,74.0,74.0,76.71428571428571,1,4
Store_1,Product_A,2023-04-05,97,1,66.0,77.0,75.57142857142857,2,4
Store_1,Product_A,2023-04-06,77,0,97.0,72.0,78.42857142857143,3,4
Store_1,Product_A,2023-04-07,66,0,77.0,75.0,79.14285714285714,4,4
Store_1,Product_A,2023-04-08,85,0,66.0,86.0,77.85714285714286,5,4
Store_1,Product_A,2023-04-09,89,0,85.0,79.0,77.71428571428571,6,4
Store_1,Product_A,2023-04-10,69,0,89.0,74.0,79.14285714285714,0,4
Store_1,Product_A,2023-04-11,84,0,69.0,66.0,78.42857142857143,1,4
Store_1,Product_A,2023-04-12,71,0,84.0,97.0,81.0,2,4
Store_1,Product_A,2023-04-13,66,0,71.0,77.0,77.28571428571429,3,4
Store_1,Product_A,2023-04-14,75,0,66.0,66.0,75.71428571428571,4,4
Store_1,Product_A,2023-04-15,109,1,75.0,85.0,77.0,5,4
Store_1,Product_A,2023-04-16,115,1,109.0,89.0,80.42857142857143,6,4
Store_1,Product_A,2023-04-17,68,0,115.0,69.0,84.14285714285714,0,4
Store_1,Product_A,2023-04-18,97,1,68.0,84.0,84.0,1,4
Store_1,Product_A,2023-04-19,66,0,97.0,71.0,85.85714285714286,2,4
Store_1,Product_A,2023-04-20,88,1,66.0,66.0,85.14285714285714,3,4
Store_1,Product_A,2023-04-21,74,0,88.0,75.0,88.28571428571429,4,4
Store_1,Product_A,2023-04-22,94,0,74.0,109.0,88.14285714285714,5,4
Store_1,Product_A,2023-04-23,90,0,94.0,115.0,86.0,6,4
Store_1,Product_A,2023-04-24,71,0,90.0,68.0,82.42857142857143,0,4
Store_1,Product_A,2023-04-25,66,0,71.0,97.0,82.85714285714286,1,4
Store_1,Product_A,2023-04-26,101,1,66.0,66.0,78.42857142857143,2,4
Store_1,Product_A,2023-04-27,94,1,101.0,88.0,83.42857142857143,3,4
Store_1,Product_A,2023-04-28,72,0,94.0,74.0,84.28571428571429,4,4
Store_1,Product_A,2023-04-29,92,0,72.0,94.0,84.0,5,4
Store_1,Product_A,2023-04-30,85,0,92.0,90.0,83.71428571428571,6,4
Store_1,Product_A,2023-05-01,72,0,85.0,71.0,83.0,0,5
Store_1,Product_A,2023-05-02,71,0,72.0,66.0,83.14285714285714,1,5
Store_1,Product_A,2023-05-03,71,0,71.0,101.0,83.85714285714286,2,5
Store_1,Product_A,2023-05-04,66,0,71.0,94.0,79.57142857142857,3,5
Store_1,Product_A,2023-05-05,62,0,66.0,72.0,75.57142857142857,4,5
Store_1,Product_A,2023-05-06,86,0,62.0,92.0,74.14285714285714,5,5
Store_1,Product_A,2023-05-07,80,0,86.0,85.0,73.28571428571429,6,5
Store_1,Product_A,2023-05-08,69,0,80.0,72.0,72.57142857142857,0,5
Store_1,Product_A,2023-05-09,73,0,69.0,71.0,72.14285714285714,1,5
Store_1,Product_A,2023-05-10,64,0,73.0,71.0,72.42857142857143,2,5
Store_1,Product_A,2023-05-11,82,0,64.0,66.0,71.42857142857143,3,5
Store_1,Product_A,2023-05-12,80,0,82.0,62.0,73.71428571428571,4,5
Store_1,Product_A,2023-05-13,85,0,80.0,86.0,76.28571428571429,5,5
Store_1,Product_A,2023-05-14,87,0,85.0,80.0,76.14285714285714,6,5
Store_1,Product_A,2023-05-15,68,0,87.0,69.0,77.14285714285714,0,5
Store_1,Product_A,2023-05-16,62,0,68.0,73.0,77.0,1,5
Store_1,Product_A,2023-05-17,67,0,62.0,64.0,75.42857142857143,2,5
Store_1,Product_A,2023-05-18,79,0,67.0,82.0,75.85714285714286,3,5
Store_1,Product_A,2023-05-19,72,0,79.0,80.0,75.42857142857143,4,5
Store_1,Product_A,2023-05-20,77,0,72.0,85.0,74.28571428571429,5,5
Store_1,Product_A,2023-05-21,87,0,77.0,87.0,73.14285714285714,6,5
Store_1,Product_A,2023-05-22,79,0,87.0,68.0,73.14285714285714,0,5
Store_1,Product_A,2023-05-23,67,0,79.0,62.0,74.71428571428571,1,5
Store_1,Product_A,2023-05-24,64,0,67.0,67.0,75.42857142857143,2,5
Store_1,Product_A,2023-05-25,69,0,64.0,79.0,75.0,3,5
Store_1,Product_A,2023-05-26,80,0,69.0,72.0,73.57142857142857,4,5
Store_1,Product_A,2023-05-27,78,0,80.0,77.0,74.71428571428571,5,5
Store_1,Product_A,2023-05-28,84,0,78.0,87.0,74.85714285714286,6,5
Store_1,Product_A,2023-05-29,78,0,84.0,79.0,74.42857142857143,0,5
Store_1,Product_A,2023-05-30,77,0,78.0,67.0,74.28571428571429,1,5
Store_1,Product_A,2023-05-31,92,1,77.0,64.0,75.71428571428571,2,5
Store_1,Product_A,2023-06-01,82,0,92.0,69.0,79.71428571428571,3,6
Store_1,Product_A,2023-06-02,69,0,82.0,80.0,81.57142857142857,4,6
Store_1,Product_A,2023-06-03,111,1,69.0,78.0,80.0,5,6
Store_1,Product_A,2023-06-04,75,0,111.0,84.0,84.71428571428571,6,6
Store_1,Product_A,2023-06-05,77,0,75.0,78.0,83.42857142857143,0,6
Store_1,Product_A,2023-06-06,74,0,77.0,77.0,83.28571428571429,1,6
Store_1,Product_A,2023-06-07,92,1,74.0,92.0,82.85714285714286,2,6
Store_1,Product_A,2023-06-08,68,0,92.0,82.0,82.85714285714286,3,6
Store_1,Product_A,2023-06-09,93,1,68.0,69.0,80.85714285714286,4,6
Store_1,Product_A,2023-06-10,82,0,93.0,111.0,84.28571428571429,5,6
Store_1,Product_A,2023-06-11,83,0,82.0,75.0,80.14285714285714,6,6
Store_1,Product_A,2023-06-12,94,1,83.0,77.0,81.28571428571429,0,6
Store_1,Product_A,2023-06-13,73,0,94.0,74.0,83.71428571428571,1,6
Store_1,Product_A,2023-06-14,95,1,73.0,92.0,83.57142857142857,2,6
Store_1,Product_A,2023-06-15,87,1,95.0,68.0,84.0,3,6
Store_1,Product_A,2023-06-16,62,0,87.0,93.0,86.71428571428571,4,6
Store_1,Product_A,2023-06-17,79,0,62.0,82.0,82.28571428571429,5,6
Store_1,Product_A,2023-06-18,92,0,79.0,83.0,81.85714285714286,6,6
Store_1,Product_A,2023-06-19,68,0,92.0,94.0,83.14285714285714,0,6
Store_1,Product_A,2023-06-20,92,1,68.0,73.0,79.42857142857143,1,6
Store_1,Product_A,2023-06-21,75,0,92.0,95.0,82.14285714285714,2,6
Store_1,Product_A,2023-06-22,69,0,75.0,87.0,79.28571428571429,3,6
Store_1,Product_A,2023-06-23,97,1,69.0,62.0,76.71428571428571,4,6
Store_1,Product_A,2023-06-24,108,1,97.0,79.0,81.71428571428571,5,6
Store_1,Product_A,2023-06-25,106,1,108.0,92.0,85.85714285714286,6,6
Store_1,Product_A,2023-06-26,80,0,106.0,68.0,87.85714285714286,0,6
Store_1,Product_A,2023-06-27,76,0,80.0,92.0,89.57142857142857,1,6
Store_1,Product_A,2023-06-28,77,0,76.0,75.0,87.28571428571429,2,6
Store_1,Product_A,2023-06-29,65,0,77.0,69.0,87.57142857142857,3,6
Store_1,Product_A,2023-06-30,67,0,65.0,97.0,87.0,4,6
Store_1,Product_A,2023-07-01,85,0,67.0,108.0,82.71428571428571,5,7
Store_1,Product_A,2023-07-02,83,0,85.0,106.0,79.42857142857143,6,7
Store_1,Product_A,2023-07-03,75,0,83.0,80.0,76.14285714285714,0,7
Store_1,Product_A,2023-07-04,74,0,75.0,76.0,75.42857142857143,1,7
Store_1,Product_A,2023-07-05,77,0,74.0,77.0,75.14285714285714,2,7
Store_1,Product_A,2023-07-06,89,1,77.0,65.0,75.14285714285714,3,7
Store_1,Product_A,2023-07-07,72,0,89.0,67.0,78.57142857142857,4,7
Store_1,Product_A,2023-07-08,118,1,72.0,85.0,79.28571428571429,5,7
Store_1,Product_A,2023-07-09,107,1,118.0,83.0,84.0,6,7
Store_1,Product_A,2023-07-10,67,0,107.0,75.0,87.42857142857143,0,7
Store_1,Product_A,2023-07-11,77,0,67.0,74.0,86.28571428571429,1,7
Store_1,Product_A,2023-07-12,79,1,77.0,77.0,86.71428571428571,2,7
Store_1,Product_A,2023-07-13,78,0,79.0,89.0,87.0,3,7
Store_1,Product_A,2023-07-14,69,0,78.0,72.0,85.42857142857143,4,7
Store_1,Product_A,2023-07-15,85,0,69.0,118.0,85.0,5,7
Store_1,Product_A,2023-07-16,91,0,85.0,107.0,80.28571428571429,6,7
Store_1,Product_A,2023-07-17,97,1,91.0,67.0,78.0,0,7
Store_1,Product_A,2023-07-18,82,1,97.0,77.0,82.28571428571429,1,7
Store_1,Product_A,2023-07-19,66,0,82.0,79.0,83.0,2,7
Store_1,Product_A,2023-07-20,92,1,66.0,78.0,81.14285714285714,3,7
Store_1,Product_A,2023-07-21,75,0,92.0,69.0,83.14285714285714,4,7
Store_1,Product_A,2023-07-22,87,0,75.0,85.0,84.0,5,7
Store_1,Product_A,2023-07-23,85,0,87.0,91.0,84.28571428571429,6,7
Store_1,Product_A,2023-07-24,68,0,85.0,97.0,83.42857142857143,0,7
Store_1,Product_A,2023-07-25,80,0,68.0,82.0,79.28571428571429,1,7
Store_1,Product_A,2023-07-26,70,0,80.0,66.0,79.0,2,7
Store_1,Product_A,2023-07-27,75,0,70.0,92.0,79.57142857142857,3,7
Store_1,Product_A,2023-07-28,70,0,75.0,75.0,77.14285714285714,4,7
Store_1,Product_A,2023-07-29,78,0,70.0,87.0,76.42857142857143,5,7
Store_1,Product_A,2023-07-30,98,1,78.0,85.0,75.14285714285714,6,7
Store_1,Product_A,2023-07-31,72,0,98.0,68.0,77.0,0,7
Store_1,Product_A,2023-08-01,74,0,72.0,80.0,77.57142857142857,1,8
Store_1,Product_A,2023-08-02,101,1,74.0,70.0,76.71428571428571,2,8
Store_1,Product_A,2023-08-03,91,1,101.0,75.0,81.14285714285714,3,8
Store_1,Product_A,2023-08-04,90,1,91.0,70.0,83.42857142857143,4,8
Store_1,Product_A,2023-08-05,86,0,90.0,78.0,86.28571428571429,5,8
Store_1,Product_A,2023-08-06,103,1,86.0,98.0,87.42857142857143,6,8
Store_1,Product_A,2023-08-07,72,0,103.0,72.0,88.14285714285714,0,8
Store_1,Product_A,2023-08-08,72,0,72.0,74.0,88.14285714285714,1,8
Store_1,Product_A,2023-08-09,91,1,72.0,101.0,87.85714285714286,2,8
Store_1,Product_A,2023-08-10,91,1,91.0,91.0,86.42857142857143,3,8
Store_1,Product_A,2023-08-11,102,1,91.0,90.0,86.42857142857143,4,8
Store_1,Product_A,2023-08-12,112,1,102.0,86.0,88.14285714285714,5,8
Store_1,Product_A,2023-08-13,83,0,112.0,103.0,91.85714285714286,6,8
Store_1,Product_A,2023-08-14,81,1,83.0,72.0,89.0,0,8
Store_1,Product_A,2023-08-15,64,0,81.0,72.0,90.28571428571429,1,8
Store_1,Product_A,2023-08-16,73,0,64.0,91.0,89.14285714285714,2,8
Store_1,Product_A,2023-08-17,66,0,73.0,91.0,86.57142857142857,3,8
Store_1,Product_A,2023-08-18,69,0,66.0,102.0,83.0,4,8
Store_1,Product_A,2023-08-19,111,1,69.0,112.0,78.28571428571429,5,8
Store_1,Product_A,2023-08-20,92,0,111.0,83.0,78.14285714285714,6,8
Store_1,Product_A,2023-08-21,76,0,92.0,81.0,79.42857142857143,0,8
Store_1,Product_A,2023-08-22,71,0,76.0,64.0,78.71428571428571,1,8
Store_1,Product_A,2023-08-23,78,0,71.0,73.0,79.71428571428571,2,8
Store_1,Product_A,2023-08-24,75,0,78.0,66.0,80.42857142857143,3,8
Store_1,Product_A,2023-08-25,62,0,75.0,69.0,81.71428571428571,4,8
Store_1,Product_A,2023-08-26,120,1,62.0,111.0,80.71428571428571,5,8
Store_1,Product_A,2023-08-27,86,0,120.0,92.0,82.0,6,8
Store_1,Product_A,2023-08-28,60,0,86.0,76.0,81.14285714285714,0,8
Store_1,Product_A,2023-08-29,98,1,60.0,71.0,78.85714285714286,1,8
Store_1,Product_A,2023-08-30,72,0,98.0,78.0,82.71428571428571,2,8
Store_1,Product_A,2023-08-31,70,0,72.0,75.0,81.85714285714286,3,8
Store_1,Product_A,2023-09-01,74,0,70.0,62.0,81.14285714285714,4,9
Store_1,Product_A,2023-09-02,85,0,74.0,120.0,82.85714285714286,5,9
Store_1,Product_A,2023-09-03,87,0,85.0,86.0,77.85714285714286,6,9
Store_1,Product_A,2023-09-04,70,0,87.0,60.0,78.0,0,9
Store_1,Product_A,2023-09-05,70,0,70.0,98.0,79.42857142857143,1,9
Store_1,Product_A,2023-09-06,65,0,70.0,72.0,75.42857142857143,2,9
Store_1,Product_A,2023-09-07,95,1,65.0,70.0,74.42857142857143,3,9
Store_1,Product_A,2023-09-08,81,0,95.0,74.0,78.0,4,9
Store_1,Product_A,2023-09-09,83,0,81.0,85.0,79.0,5,9
Store_1,Product_A,2023-09-10,81,0,83.0,87.0,78.71428571428571,6,9
Store_1,Product_A,2023-09-11,68,0,81.0,70.0,77.85714285714286,0,9
Store_1,Product_A,2023-09-12,63,0,68.0,70.0,77.57142857142857,1,9
Store_1,Product_A,2023-09-13,70,0,63.0,65.0,76.57142857142857,2,9
Store_1,Product_A,2023-09-14,70,0,70.0,95.0,77.28571428571429,3,9
Store_1,Product_A,2023-09-15,71,0,70.0,81.0,73.71428571428571,4,9
Store_1,Product_A,2023-09-16,89,0,71.0,83.0,72.28571428571429,5,9
Store_1,Product_A,2023-09-17,82,0,89.0,81.0,73.14285714285714,6,9
Store_1,Product_A,2023-09-18,68,0,82.0,68.0,73.28571428571429,0,9
Store_1,Product_A,2023-09-19,64,0,68.0,63.0,73.28571428571429,1,9
Store_1,Product_A,2023-09-20,67,0,64.0,70.0,73.42857142857143,2,9
Store_1,Product_A,2023-09-21,60,0,67.0,70.0,73.0,3,9
Store_1,Product_A,2023-09-22,97,1,60.0,71.0,71.57142857142857,4,9
Store_1,Product_A,2023-09-23,80,0,97.0,89.0,75.28571428571429,5,9
Store_1,Product_A,2023-09-24,80,0,80.0,82.0,74.0,6,9
Store_1,Product_A,2023-09-25,71,0,80.0,68.0,73.71428571428571,0,9
Store_1,Product_A,2023-09-26,66,0,71.0,64.0,74.14285714285714,1,9
Store_1,Product_A,2023-09-27,66,0,66.0,67.0,74.42857142857143,2,9
Store_1,Product_A,2023-09-28,65,0,66.0,60.0,74.28571428571429,3,9
Store_1,Product_A,2023-09-29,67,0,65.0,97.0,75.0,4,9
Store_1,Product_A,2023-09-30,86,0,67.0,80.0,70.71428571428571,5,9
Store_1,Product_A,2023-10-01,89,0,86.0,80.0,71.57142857142857,6,10
Store_1,Product_A,2023-10-02,66,0,89.0,71.0,72.85714285714286,0,10
Store_1,Product_A,2023-10-03,70,0,66.0,66.0,72.14285714285714,1,10
Store_1,Product_A,2023-10-04,68,0,70.0,66.0,72.71428571428571,2,10
Store_1,Product_A,2023-10-05,78,0,68.0,65.0,73.0,3,10
Store_1,Product_A,2023-10-06,77,0,78.0,67.0,74.85714285714286,4,10
Store_1,Product_A,2023-10-07,78,0,77.0,86.0,76.28571428571429,5,10
Store_1,Product_A,2023-10-08,85,0,78.0,89.0,75.14285714285714,6,10
Store_1,Product_A,2023-10-09,71,0,85.0,66.0,74.57142857142857,0,10
Store_1,Product_A,2023-10-10,68,0,71.0,70.0,75.28571428571429,1,10
Store_1,Product_A,2023-10-11,67,0,68.0,68.0,75.0,2,10
Store_1,Product_A,2023-10-12,86,1,67.0,78.0,74.85714285714286,3,10
Store_1,Product_A,2023-10-13,68,0,86.0,77.0,76.0,4,10
Store_1,Product_A,2023-10-14,94,1,68.0,78.0,74.71428571428571,5,10
Store_1,Product_A,2023-10-15,88,0,94.0,85.0,77.0,6,10
Store_1,Product_A,2023-10-16,94,1,88.0,71.0,77.42857142857143,0,10
Store_1,Product_A,2023-10-17,91,1,94.0,68.0,80.71428571428571,1,10
Store_1,Product_A,2023-10-18,67,0,91.0,67.0,84.0,2,10
Store_1,Product_A,2023-10-19,88,1,67.0,86.0,84.0,3,10
Store_1,Product_A,2023-10-20,81,0,88.0,68.0,84.28571428571429,4,10
Store_1,Product_A,2023-10-21,93,0,81.0,94.0,86.14285714285714,5,10
Store_1,Product_A,2023-10-22,82,0,93.0,88.0,86.0,6,10
Store_1,Product_A,2023-10-23,65,0,82.0,94.0,85.14285714285714,0,10
Store_1,Product_A,2023-10-24,68,0,65.0,91.0,81.0,1,10
Store_1,Product_A,2023-10-25,69,0,68.0,67.0,77.71428571428571,2,10
Store_1,Product_A,2023-10-26,65,0,69.0,88.0,78.0,3,10
Store_1,Product_A,2023-10-27,72,0,65.0,81.0,74.71428571428571,4,10
Store_1,Product_A,2023-10-28,84,0,72.0,93.0,73.42857142857143,5,10
Store_1,Product_A,2023-10-29,83,0,84.0,82.0,72.14285714285714,6,10
Store_1,Product_A,2023-10-30,67,0,83.0,65.0,72.28571428571429,0,10
Store_1,Product_A,2023-10-31,74,0,67.0,68.0,72.57142857142857,1,10
Store_1,Product_A,2023-11-01,67,0,74.0,69.0,73.42857142857143,2,11
Store_1,Product_A,2023-11-02,83,0,67.0,65.0,73.14285714285714,3,11
Store_1,Product_A,2023-11-03,71,0,83.0,72.0,75.71428571428571,4,11
Store_1,Product_A,2023-11-04,85,0,71.0,84.0,75.57142857142857,5,11
Store_1,Product_A,2023-11-05,113,1,85.0,83.0,75.71428571428571,6,11
Store_1,Product_A,2023-11-06,78,0,113.0,67.0,80.0,0,11
Store_1,Product_A,2023-11-07,68,0,78.0,74.0,81.57142857142857,1,11
Store_1,Product_A,2023-11-08,73,0,68.0,67.0,80.71428571428571,2,11
Store_1,Product_A,2023-11-09,73,0,73.0,83.0,81.57142857142857,3,11
Store_1,Product_A,2023-11-10,76,0,73.0,71.0,80.14285714285714,4,11
Store_1,Product_A,2023-11-11,109,1,76.0,85.0,80.85714285714286,5,11
Store_1,Product_A,2023-11-12,89,0,109.0,113.0,84.28571428571429,6,11
Store_1,Product_A,2023-11-13,67,0,89.0,78.0,80.85714285714286,0,11
Store_1,Product_A,2023-11-14,59,0,67.0,68.0,79.28571428571429,1,11
Store_1,Product_A,2023-11-15,82,1,59.0,73.0,78.0,2,11
Store_1,Product_A,2023-11-16,71,0,82.0,73.0,79.28571428571429,3,11
Store_1,Product_A,2023-11-17,75,0,71.0,76.0,79.0,4,11
Store_1,Product_A,2023-11-18,85,0,75.0,109.0,78.85714285714286,5,11
Store_1,Product_A,2023-11-19,86,0,85.0,89.0,75.42857142857143,6,11
Store_1,Product_A,2023-11-20,73,0,86.0,67.0,75.0,0,11
Store_1,Product_A,2023-11-21,73,0,73.0,59.0,75.85714285714286,1,11
Store_1,Product_A,2023-11-22,100,1,73.0,82.0,77.85714285714286,2,11
Store_1,Product_A,2023-11-23,68,0,100.0,71.0,80.42857142857143,3,11
Store_1,Product_A,2023-11-24,73,0,68.0,75.0,80.0,4,11
Store_1,Product_A,2023-11-25,120,1,73.0,85.0,79.71428571428571,5,11
Store_1,Product_A,2023-11-26,87,0,120.0,86.0,84.71428571428571,6,11
Store_1,Product_A,2023-11-27,77,0,87.0,73.0,84.85714285714286,0,11
Store_1,Product_A,2023-11-28,68,0,77.0,73.0,85.42857142857143,1,11
Store_1,Product_A,2023-11-29,75,0,68.0,100.0,84.71428571428571,2,11
Store_1,Product_A,2023-11-30,75,0,75.0,68.0,81.14285714285714,3,11
Store_1,Product_A,2023-12-01,62,0,75.0,73.0,82.14285714285714,4,12
Store_1,Product_A,2023-12-02,86,0,62.0,120.0,80.57142857142857,5,12
Store_1,Product_A,2023-12-03,86,0,86.0,87.0,75.71428571428571,6,12
Store_1,Product_A,2023-12-04,75,0,86.0,77.0,75.57142857142857,0,12
Store_1,Product_A,2023-12-05,71,0,75.0,68.0,75.28571428571429,1,12
Store_1,Product_A,2023-12-06,84,0,71.0,75.0,75.71428571428571,2,12
Store_1,Product_A,2023-12-07,103,1,84.0,75.0,77.0,3,12
Store_1,Product_A,2023-12-08,73,0,103.0,62.0,81.0,4,12
Store_1,Product_A,2023-12-09,86,0,73.0,86.0,82.57142857142857,5,12
Store_1,Product_A,2023-12-10,79,0,86.0,86.0,82.57142857142857,6,12
Store_1,Product_A,2023-12-11,93,1,79.0,75.0,81.57142857142857,0,12
